oqg2krsuu6ydyqv2.onion;240215095408;True;DisplaySymbols;;3;4;game3_basic1 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215095517;True;DisplayOverlay;;3;;;-4;-3;oqg2krsuu6ydyqv2.onion;-3,548174;-1,604236;0,381727536519368;0,553474533557892;
oqg2krsuu6ydyqv2.onion;240215095541;True;DisplayOverlay;;3;;;3;0;oqg2krsuu6ydyqv2.onion;2,965443;-0,7666862;0,598848096529643;0,525556206703186;
oqg2krsuu6ydyqv2.onion;240215095608;True;DisplaySymbols;;3;5;game3_basic3 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215095646;True;DisplayOverlay;;3;;;4;2;oqg2krsuu6ydyqv2.onion;2,375314;0,6937027;0,579177133242289;0,476876576741536;
oqg2krsuu6ydyqv2.onion;240215095714;True;DisplayOverlay;;3;;;-1;-2;oqg2krsuu6ydyqv2.onion;-0,3914452;-0,6732929;0,486951827009519;0,522443095842997;
oqg2krsuu6ydyqv2.onion;240215095770;True;DisplayOverlay;;3;;;4;2;oqg2krsuu6ydyqv2.onion;3,537385;2,034634;0,617912832895915;0,432178862889608;
oqg2krsuu6ydyqv2.onion;240215095779;True;DisplayOverlay;;3;;;-1;-2;oqg2krsuu6ydyqv2.onion;-0,1851046;-0,6665921;0,493829846878847;0,522219737370809;
oqg2krsuu6ydyqv2.onion;240215095973;True;DisplaySymbols;;3;3;game3_basic1 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215095991;True;DisplayLongOverlay;WrongSolution;3;3;;-1;-2;
oqg2krsuu6ydyqv2.onion;240215100080;True;DisplayOverlay;;3;;;3;2;oqg2krsuu6ydyqv2.onion;2,090269;1,762347;0,569675636291504;0,441255100568136;
oqg2krsuu6ydyqv2.onion;240215100089;True;DisplayOverlay;;3;;;3;2;oqg2krsuu6ydyqv2.onion;2,864587;1,69697;0,595486235618591;0,44343433380127;
oqg2krsuu6ydyqv2.onion;240215100189;True;DisplayOverlay;;3;;;3;2;oqg2krsuu6ydyqv2.onion;2,943075;2,216163;0,598102498054504;0,426127902666728;
oqg2krsuu6ydyqv2.onion;240215100219;True;DisplayOverlay;;3;;;-3;3;oqg2krsuu6ydyqv2.onion;-1,760783;3,522028;0,441307234764099;0,382599067687988;
oqg2krsuu6ydyqv2.onion;240215100231;True;DisplayOverlay;;3;;;-3;3;oqg2krsuu6ydyqv2.onion;-2,249305;2,964177;0,425023166338603;0,401194103558858;
oqg2krsuu6ydyqv2.onion;240215100272;True;DisplaySymbols;;3;5;game3_basic1 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215100313;True;DisplayOverlay;;3;;;-2;4;oqg2krsuu6ydyqv2.onion;-0,8165297;2,724185;0,472782343626022;0,409193833669027;
oqg2krsuu6ydyqv2.onion;240215100369;True;DisplayOverlay;;3;;;-2;4;oqg2krsuu6ydyqv2.onion;-1,692021;2,808073;0,443599299589793;0,406397565205892;
oqg2krsuu6ydyqv2.onion;240215100384;True;DisplayOverlay;;3;;;-2;4;oqg2krsuu6ydyqv2.onion;-0,6094247;2,645351;0,479685842990875;0,411821635564168;
oqg2krsuu6ydyqv2.onion;240215100393;True;DisplayOverlay;;3;;;-2;4;oqg2krsuu6ydyqv2.onion;-1,38266;3,63956;0,453911332289378;0,378681333859762;
oqg2krsuu6ydyqv2.onion;240215100440;False;DisplaySymbols;;1;5;game1_basic3 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215100539;False;DisplayOverlay;;1;;;8;1;oqg2krsuu6ydyqv2.onion;7,428746;0,8157635;0,74762487411499;0,472807884216309;
oqg2krsuu6ydyqv2.onion;240215100593;False;DisplayOverlay;;1;;;8;1;oqg2krsuu6ydyqv2.onion;8,060331;1,526746;0,768677711486816;0,449108465512594;
oqg2krsuu6ydyqv2.onion;240215100668;False;DisplayOverlay;;1;;;8;1;oqg2krsuu6ydyqv2.onion;7,638409;1,339226;0,754613637924194;0,455359133084615;
oqg2krsuu6ydyqv2.onion;240215100714;False;DisplayOverlay;;1;;;4;-2;oqg2krsuu6ydyqv2.onion;2,593657;-0,6721234;0,586455233891805;0,522404112418493;
oqg2krsuu6ydyqv2.onion;240215100775;False;DisplaySymbols;;4;4;game4-basic1 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215100787;False;DisplayOverlay;;4;;;0;-1;oqg2krsuu6ydyqv2.onion;1,421755;-1,331505;0,547391831874847;0,544383498032888;
oqg2krsuu6ydyqv2.onion;240215100859;False;DisplayOverlay;;4;;;-5;0;oqg2krsuu6ydyqv2.onion;-3,606569;0,6680048;0,379781031608582;0,477733172972997;
oqg2krsuu6ydyqv2.onion;240215100866;False;DisplayOverlay;;4;;;1;6;oqg2krsuu6ydyqv2.onion;2,253497;4,633894;0,575116562843323;0,345536867777506;
oqg2krsuu6ydyqv2.onion;240215100888;True;DisplaySymbols;;3;4;game3_basic2 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215100982;True;DisplayOverlay;;3;;;3;2;oqg2krsuu6ydyqv2.onion;2,823544;2,054188;0,594118134180705;0,431527066230774;
oqg2krsuu6ydyqv2.onion;240215101006;True;DisplayOverlay;;3;;;7;0;oqg2krsuu6ydyqv2.onion;7,124287;0,8924627;0,73747623761495;0,470251244306564;
oqg2krsuu6ydyqv2.onion;240215101025;True;DisplayOverlay;;3;;;7;6;oqg2krsuu6ydyqv2.onion;6,252839;4,999537;0,708427969614665;0,333348766962687;
oqg2krsuu6ydyqv2.onion;240215101045;True;DisplaySymbols;;1;4;game1_basic3 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215101065;True;DisplayOverlay;;1;;;-9;3;oqg2krsuu6ydyqv2.onion;-9,218852;4,635087;0,192704931894938;0,345497099558512;
oqg2krsuu6ydyqv2.onion;240215101100;True;DisplayOverlay;;1;;;-1;-4;oqg2krsuu6ydyqv2.onion;-2,481381;-3,495967;0,417287302017212;0,616532230377197;
oqg2krsuu6ydyqv2.onion;240215101120;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;1,060511;-0,01314759;0,535350366433461;0,500438252991686;
oqg2krsuu6ydyqv2.onion;240215101120;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;1,060511;-0,01314759;0,535350366433461;0,500438252991686;
oqg2krsuu6ydyqv2.onion;240215101151;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;3,281339;0,4807341;0,609377964337667;0,483975529670715;
oqg2krsuu6ydyqv2.onion;240215101174;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;3,120747;-0,09646297;0,604024902979533;0,503215432415406;
oqg2krsuu6ydyqv2.onion;240215101220;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;2,622405;-0,2201271;0,587413501739502;0,50733757019043;
oqg2krsuu6ydyqv2.onion;240215101289;True;DisplayOverlay;;1;;;3;-1;oqg2krsuu6ydyqv2.onion;2,475758;0,009383559;0,58252526919047;0,499687214692434;
oqg2krsuu6ydyqv2.onion;240215101297;True;DisplayOverlay;;1;;;-1;-4;oqg2krsuu6ydyqv2.onion;-0,195103;-2,042305;0,493496566514174;0,568076833089193;
oqg2krsuu6ydyqv2.onion;240215101360;True;DisplayOverlay;;1;;;-1;-4;oqg2krsuu6ydyqv2.onion;-0,1384172;-2,597383;0,495386093358199;0,586579434076945;
oqg2krsuu6ydyqv2.onion;240215101444;True;DisplayOverlay;;1;;;-7;-1;oqg2krsuu6ydyqv2.onion;-5,916738;-0,5222476;0,302775398890177;0,517408253749212;
oqg2krsuu6ydyqv2.onion;240215101657;True;DisplayOverlay;;1;;;-12;3;oqg2krsuu6ydyqv2.onion;-10,15167;2,824879;0,161610984802246;0,405837368965149;
oqg2krsuu6ydyqv2.onion;240215101709;True;DisplayOverlay;;1;;;-5;5;oqg2krsuu6ydyqv2.onion;-6,082164;4,435505;0,297261206309001;0,352149836222331;
oqg2krsuu6ydyqv2.onion;240215101750;True;DisplayOverlay;;1;;;-5;5;oqg2krsuu6ydyqv2.onion;-5,220743;4,016919;0,325975227355957;0,366102695465088;
oqg2krsuu6ydyqv2.onion;240215101766;True;DisplayOverlay;;1;;;-7;-1;oqg2krsuu6ydyqv2.onion;-5,654269;0,3970879;0,311524359385173;0,486763736605644;
oqg2krsuu6ydyqv2.onion;240215101835;True;DisplayOverlay;;1;;;-7;-1;oqg2krsuu6ydyqv2.onion;-5,646802;-0,1607025;0,311773268381755;0,505356749892235;
oqg2krsuu6ydyqv2.onion;240215102054;True;DisplayOverlay;;1;;;-7;-1;oqg2krsuu6ydyqv2.onion;-5,478636;-0,7086229;0,317378807067871;0,523620762427648;
oqg2krsuu6ydyqv2.onion;240215102187;False;DisplaySymbols;;4;3;game4-basic1 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215102255;False;DisplayOverlay;;4;;;5;1;oqg2krsuu6ydyqv2.onion;3,38587;1,119385;0,612862332661947;0,462687166531881;
oqg2krsuu6ydyqv2.onion;240215102339;False;DisplaySymbols;;4;5;game4-basic3 (UnityEngine.GameObject)
oqg2krsuu6ydyqv2.onion;240215102364;False;DisplayOverlay;;4;;;7;-4;oqg2krsuu6ydyqv2.onion;6,632159;-3,428551;0,721071974436442;0,614285031954447;
