4oxiogtqs74iazzv.onion;220220492287;False;DisplaySymbols;;2;4
4oxiogtqs74iazzv.onion;220220492500;False;DisplayOverlay;;2;;-1;-1;ugvqjju3a6phm6bq.onion;0,8214891;-1,379305;0,527382969856262;0,545976833502452;4oxiogtqs74iazzv.onion;-2,672438;-1,575012;0,410918736457825;0,552500398953756;
4oxiogtqs74iazzv.onion;220220492501;False;DisplayOverlay;;2;;-1;-1;ugvqjju3a6phm6bq.onion;0,8214891;-1,379305;0,527382969856262;0,545976833502452;4oxiogtqs74iazzv.onion;-2,672438;-1,575012;0,410918736457825;0,552500398953756;
4oxiogtqs74iazzv.onion;220220492676;False;DisplayOverlay;;2;;1;3;ugvqjju3a6phm6bq.onion;2,793487;1,2183;0,593116235733032;0,459390000502268;4oxiogtqs74iazzv.onion;2,370797;1,067942;0,579026563962301;0,464401932557424;
4oxiogtqs74iazzv.onion;220220492686;False;DisplayOverlay;;2;;1;3;ugvqjju3a6phm6bq.onion;2,793487;1,2183;0,593116235733032;0,459390000502268;4oxiogtqs74iazzv.onion;2,370797;1,067942;0,579026563962301;0,464401932557424;
4oxiogtqs74iazzv.onion;220220492733;False;DisplayOverlay;;2;;1;3;ugvqjju3a6phm6bq.onion;2,793487;1,2183;0,593116235733032;0,459390000502268;4oxiogtqs74iazzv.onion;2,370797;1,067942;0,579026563962301;0,464401932557424;
4oxiogtqs74iazzv.onion;220220492755;False;DisplayOverlay;;2;;1;3;ugvqjju3a6phm6bq.onion;2,793487;1,2183;0,593116235733032;0,459390000502268;4oxiogtqs74iazzv.onion;2,370797;1,067942;0,579026563962301;0,464401932557424;
4oxiogtqs74iazzv.onion;220220493043;False;DisplayOverlay;;2;;5;5;ugvqjju3a6phm6bq.onion;5,127237;5,674308;0,670907894770304;0,310856405893962;4oxiogtqs74iazzv.onion;4,89712;3,242018;0,663237333297729;0,391932733853658;
4oxiogtqs74iazzv.onion;220220493043;False;DisplayOverlay;;2;;5;5;ugvqjju3a6phm6bq.onion;5,127237;5,674308;0,670907894770304;0,310856405893962;4oxiogtqs74iazzv.onion;4,89712;3,242018;0,663237333297729;0,391932733853658;
4oxiogtqs74iazzv.onion;220220493082;False;DisplayOverlay;;2;;5;5;ugvqjju3a6phm6bq.onion;5,127237;5,674308;0,670907894770304;0,310856405893962;4oxiogtqs74iazzv.onion;4,89712;3,242018;0,663237333297729;0,391932733853658;
4oxiogtqs74iazzv.onion;220220493105;False;DisplayOverlay;;2;;5;5;ugvqjju3a6phm6bq.onion;5,127237;5,674308;0,670907894770304;0,310856405893962;4oxiogtqs74iazzv.onion;4,89712;3,242018;0,663237333297729;0,391932733853658;
