4tmand7oykppfdpn.onion;220220213166;False;DisplaySymbols;;3;5
4tmand7oykppfdpn.onion;220220213213;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;1,153117;0,9778696;0,538437231381734;0,467404347658157;
4tmand7oykppfdpn.onion;220220213241;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;0,7022148;0,4660511;0,523407159248988;0,484464963277181;
4tmand7oykppfdpn.onion;220220213270;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;0,4434961;-0,4205525;0,514783203601837;0,514018416404724;
4tmand7oykppfdpn.onion;220220213292;False;DisplayOverlay;;3;;4;-6;4tmand7oykppfdpn.onion;5,651978;-4,825087;0,688399267196655;0,66083623568217;
4tmand7oykppfdpn.onion;220220213311;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;0,6038368;-1,472514;0,520127892494202;0,549083801110586;
4tmand7oykppfdpn.onion;220220213353;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,723402;-1,097065;0,275886599222819;0,536568832397461;
4tmand7oykppfdpn.onion;220220213365;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-5,646801;-1,142884;0,311773300170898;0,5380961338679;
4tmand7oykppfdpn.onion;220220213403;False;DisplayOverlay;;3;;-9;2;4tmand7oykppfdpn.onion;-8,067838;1,077358;0,231072076161703;0,464088066418966;
4tmand7oykppfdpn.onion;220220213434;False;DisplayOverlay;;3;;-9;2;4tmand7oykppfdpn.onion;-8,340136;1,658726;0,221995480855306;0,444709134101868;
4tmand7oykppfdpn.onion;220220213450;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;-1,344937;0,4596877;0,455168767770131;0,484677076339722;
4tmand7oykppfdpn.onion;220220213458;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,036902;-1,27219;0,298769934972127;0,542406332492828;
4tmand7oykppfdpn.onion;220220213545;False;DisplayOverlay;;3;;8;3;4tmand7oykppfdpn.onion;8,250316;1,148076;0,775010522206624;0,461730798085531;
4tmand7oykppfdpn.onion;220220213554;False;DisplayOverlay;;3;;8;3;4tmand7oykppfdpn.onion;7,24929;2,612525;0,741642999649048;0,412915833791097;
4tmand7oykppfdpn.onion;220220213605;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;1,499044;-0,7642114;0,54996813138326;0,525473713874817;
4tmand7oykppfdpn.onion;220220213624;False;DisplayOverlay;;3;;0;-1;4tmand7oykppfdpn.onion;-0,04039139;-0,9577739;0,498653620357315;0,531925797462463;
4tmand7oykppfdpn.onion;220220213642;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,338552;-1,584965;0,288714933395386;0,552832166353861;
4tmand7oykppfdpn.onion;220220213678;False;DisplayOverlay;;3;;8;-8;4tmand7oykppfdpn.onion;8,839016;-6,425896;0,794633865356445;0,714196538925171;
4tmand7oykppfdpn.onion;220220213726;False;DisplayOverlay;;3;;8;-8;4tmand7oykppfdpn.onion;7,943909;-6,517262;0,76479697227478;0,71724206606547;
4tmand7oykppfdpn.onion;220220213741;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,165607;-0,260731;0,294479767481486;0,50869103372097;
4tmand7oykppfdpn.onion;220220213759;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,283363;-1,016709;0,290554571151733;0,53389029900233;
4tmand7oykppfdpn.onion;220220213774;False;DisplayOverlay;;3;;-7;-2;4tmand7oykppfdpn.onion;-6,374293;-1,620512;0,287523571650187;0,554017066955566;
4tmand7oykppfdpn.onion;220220213792;False;DisplayOverlay;;3;;-9;2;4tmand7oykppfdpn.onion;-8,212649;0,9846669;0,226245021820068;0,467177770535151;
4tmand7oykppfdpn.onion;220220213833;False;DisplayOverlay;;3;;3;3;4tmand7oykppfdpn.onion;3,383708;2,378164;0,61279026667277;0,420727864901225;
4tmand7oykppfdpn.onion;220220213893;False;DisplayOverlay;;3;;3;3;4tmand7oykppfdpn.onion;2,609387;2,733531;0,586979564030965;0,408882300059001;
