gfjmrsifjycmyzry.onion;230215591347;True;DisplaySymbols;;1;4;game1_basic1 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215591385;True;DisplayOverlay;;1;;-2;0;gfjmrsifjycmyzry.onion;-1,767709;0,953117;0,441127076807875;0,46825677520177;
gfjmrsifjycmyzry.onion;230215591412;True;DisplayOverlay;;1;;2;-1;gfjmrsifjycmyzry.onion;0,252837;-0,5737019;0,508420646878947;0,519106939343502;
gfjmrsifjycmyzry.onion;230215591479;True;DisplayOverlay;;1;;-2;0;gfjmrsifjycmyzry.onion;-1,760378;0,08446157;0,441371233623941;0,497187037310188;
gfjmrsifjycmyzry.onion;230215591715;True;DisplayLongOverlay;WrongSolution;1;4;-2;0;
gfjmrsifjycmyzry.onion;230215591836;True;DisplayOverlay;;1;;-6;-2;gfjmrsifjycmyzry.onion;-5,11183;-1,564097;0,32975230317412;0,552091698593614;
gfjmrsifjycmyzry.onion;230215591969;False;DisplaySymbols;;4;3;game4-basic3 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215592115;False;DisplayOverlay;;4;;1;1;gfjmrsifjycmyzry.onion;0,9278504;-0,06825686;0,530901730035876;0,5022732706474;
gfjmrsifjycmyzry.onion;230215592167;False;DisplayOverlay;;4;;3;-3;gfjmrsifjycmyzry.onion;2,262352;-1,694952;0,575346832346304;0,556449776867104;
gfjmrsifjycmyzry.onion;230215592171;False;DisplayOverlay;;4;;-7;-4;gfjmrsifjycmyzry.onion;-5,731605;-3,629956;0,30911092219201;0,620894400130401;
gfjmrsifjycmyzry.onion;230215592172;False;DisplayOverlay;;4;;-7;-4;gfjmrsifjycmyzry.onion;-5,731605;-3,629956;0,30911092219201;0,620894400130401;
gfjmrsifjycmyzry.onion;230215592188;False;DisplayOverlay;;4;;-7;-4;gfjmrsifjycmyzry.onion;-6,559867;-3,35843;0,281525954333667;0,611851319524325;
gfjmrsifjycmyzry.onion;230215592229;False;DisplayOverlay;;4;;3;-3;gfjmrsifjycmyzry.onion;3,204885;-2,751799;0,606737560877815;0,591647695352133;
gfjmrsifjycmyzry.onion;230215592230;False;DisplayOverlay;;4;;3;-3;gfjmrsifjycmyzry.onion;3,204885;-2,751799;0,606737560877815;0,591647695352133;
gfjmrsifjycmyzry.onion;230215592251;True;DisplaySymbols;;1;3;game1_basic2 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215592252;True;DisplayOverlay;;1;;3;-3;gfjmrsifjycmyzry.onion;2,909788;-2,211391;0,596909455979055;0,573649593690534;
gfjmrsifjycmyzry.onion;230215592303;True;DisplayOverlay;;1;;2;-2;gfjmrsifjycmyzry.onion;0,3628074;-0,3710008;0,512083171824654;0,512356050227897;
gfjmrsifjycmyzry.onion;230215592351;True;DisplayOverlay;;1;;2;-2;gfjmrsifjycmyzry.onion;1,882854;-1,362096;0,562707785601341;0,545364123621189;
gfjmrsifjycmyzry.onion;230215592382;True;DisplayOverlay;;1;;2;-2;gfjmrsifjycmyzry.onion;2,390547;-1,904203;0,579616323029556;0,563418808903819;
gfjmrsifjycmyzry.onion;230215592404;False;DisplaySymbols;;4;5;game4-basic3 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215592452;False;DisplayOverlay;;4;;-1;2;gfjmrsifjycmyzry.onion;-2,702005;1,106013;0,410010682758966;0,463164630450354;
gfjmrsifjycmyzry.onion;230215592496;False;DisplayOverlay;;4;;-6;2;gfjmrsifjycmyzry.onion;-5,110821;2,153294;0,329785923024169;0,428285302525926;
gfjmrsifjycmyzry.onion;230215592654;False;DisplayOverlay;;4;;-3;-3;gfjmrsifjycmyzry.onion;-3,003201;-1,506059;0,399979453300901;0,550158763667414;
gfjmrsifjycmyzry.onion;230215592677;False;DisplaySymbols;;4;4;game4-basic3 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215592732;False;DisplayOverlay;;4;;-7;0;gfjmrsifjycmyzry.onion;-5,301554;1,7435;0,323433613548511;0,441933349735119;
gfjmrsifjycmyzry.onion;230215592760;False;DisplayOverlay;;4;;1;0;gfjmrsifjycmyzry.onion;2,905049;1,541605;0,596751631666449;0,448657391208897;
gfjmrsifjycmyzry.onion;230215592783;False;DisplayOverlay;;4;;6;3;gfjmrsifjycmyzry.onion;4,457442;2,106458;0,648453521835719;0,429845163518566;
gfjmrsifjycmyzry.onion;230215592795;False;DisplayOverlay;;4;;6;3;gfjmrsifjycmyzry.onion;5,33211;2,683948;0,677584034061847;0,410612060407359;
gfjmrsifjycmyzry.onion;230215592855;False;DisplayOverlay;;4;;1;0;gfjmrsifjycmyzry.onion;1,066434;0,3315562;0,535517207804913;0,488957638067847;
gfjmrsifjycmyzry.onion;230215592880;False;DisplaySymbols;;3;3;game3_basic1 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215592969;False;DisplayOverlay;;3;;-2;1;gfjmrsifjycmyzry.onion;-1,324316;0,7258534;0,455894123485249;0,47582570994896;
gfjmrsifjycmyzry.onion;230215593017;False;DisplayOverlay;;3;;-2;1;gfjmrsifjycmyzry.onion;-1,861218;1,293827;0,438012794028378;0,456909547770615;
gfjmrsifjycmyzry.onion;230215593090;True;DisplaySymbols;;1;3;game1_basic3 (UnityEngine.GameObject)
gfjmrsifjycmyzry.onion;230215593204;True;DisplayOverlay;;1;;-2;-3;gfjmrsifjycmyzry.onion;-1,883412;-1,505876;0,437273629783865;0,55015266540458;
gfjmrsifjycmyzry.onion;230215593235;True;DisplayOverlay;;1;;-4;-1;gfjmrsifjycmyzry.onion;-3,242322;-0,3046191;0,392015614347891;0,510145231439556;
gfjmrsifjycmyzry.onion;230215593260;True;DisplayOverlay;;1;;-4;-1;gfjmrsifjycmyzry.onion;-3,996254;-0,7701123;0,366906175939456;0,52564831680323;
gfjmrsifjycmyzry.onion;230215593326;True;DisplayOverlay;;1;;-4;-1;gfjmrsifjycmyzry.onion;-2,761517;-1,296175;0,408028652052688;0,543168649745512;
gfjmrsifjycmyzry.onion;230215593362;True;DisplayOverlay;;1;;1;-1;gfjmrsifjycmyzry.onion;0,01575813;-0,765537;0,500524818965961;0,525495939636853;
gfjmrsifjycmyzry.onion;230215593369;True;DisplayOverlay;;1;;1;-1;gfjmrsifjycmyzry.onion;1,014108;-0,3785336;0,533774506123291;0,512606927639284;
gfjmrsifjycmyzry.onion;230215593530;True;DisplayOverlay;;1;;-8;4;gfjmrsifjycmyzry.onion;-6,881671;3,069754;0,270808384450751;0,397762933272046;
gfjmrsifjycmyzry.onion;230215593634;True;DisplayOverlay;;1;;-2;5;gfjmrsifjycmyzry.onion;-2,213331;4,340601;0,426285794897126;0,355437820968724;
gfjmrsifjycmyzry.onion;230215593776;True;DisplayOverlay;;1;;6;7;gfjmrsifjycmyzry.onion;7,053952;5,146507;0,734929382116387;0,328597412888221;
gfjmrsifjycmyzry.onion;230215593943;True;DisplayOverlay;;1;;6;7;gfjmrsifjycmyzry.onion;4,076514;7,029575;0,635766848293261;0,265882496766015;
gfjmrsifjycmyzry.onion;230215593975;True;DisplayOverlay;;1;;2;7;gfjmrsifjycmyzry.onion;2,131011;5,262358;0,570972567472832;0,324739022936329;
