vfsqxmekxds6hqke.onion;240214082740;True;DisplaySymbols;;2;3;game2_basic1 (UnityEngine.GameObject)
vfsqxmekxds6hqke.onion;240214082849;True;DisplayOverlay;;2;;;-2;3;vfsqxmekxds6hqke.onion;-0,01520435;1,283708;0,499492764563896;0,457173956444275;
vfsqxmekxds6hqke.onion;240214082926;True;DisplayOverlay;;2;;;6;-1;vfsqxmekxds6hqke.onion;5,96681;-2,93902;0,699059972638478;0,598049242785785;
vfsqxmekxds6hqke.onion;240214082938;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;0,7499802;1,103964;0,525020242753969;0,463170432852916;
vfsqxmekxds6hqke.onion;240214082958;True;DisplayOverlay;;2;;;-2;3;vfsqxmekxds6hqke.onion;-0,07678377;1,221846;0,497438401031227;0,459237746969552;
vfsqxmekxds6hqke.onion;240214083008;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;2,349468;0,3315592;0,578381080780122;0,488938785554071;
vfsqxmekxds6hqke.onion;240214083021;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;1,411952;0,5892414;0,547104419203971;0,480342197989246;
vfsqxmekxds6hqke.onion;240214083164;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;0,7543664;0,8588892;0,525166571219497;0,471346421526518;
vfsqxmekxds6hqke.onion;240214083178;True;DisplayOverlay;;2;;;-2;3;vfsqxmekxds6hqke.onion;-0,9532737;1,033143;0,468197641261812;0,465533104260125;
vfsqxmekxds6hqke.onion;240214083229;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;0,5377517;0,7223433;0,517940043269384;0,475901757023321;
vfsqxmekxds6hqke.onion;240214083427;True;DisplayOverlay;;2;;;-2;3;vfsqxmekxds6hqke.onion;-3,928676;1,927909;0,368934642550348;0,435682634182813;
vfsqxmekxds6hqke.onion;240214083445;True;DisplayOverlay;;2;;;-8;2;vfsqxmekxds6hqke.onion;-7,125667;2,600142;0,262279167064363;0,413256132480672;
vfsqxmekxds6hqke.onion;240214083515;True;DisplayOverlay;;2;;;-8;2;vfsqxmekxds6hqke.onion;-7,029165;2,028059;0,265498600108174;0,432341509974229;
vfsqxmekxds6hqke.onion;240214083569;True;DisplayOverlay;;2;;;2;2;vfsqxmekxds6hqke.onion;2,669038;0,1860982;0,58904232286596;0,493791539900894;
