NaN;NaN;0;244061525;230216382896
1254,83644385087;770,868087171046;244064671,8817;22;230216383209
1482,56830416228;1501,13672400281;244064950,4402;22;230216383237
NaN;NaN;244064984,198;68;230216383243
1494,21585610038;853,103240143348;244080905,7811;19;230216384831
1499,41919791071;1345,47510014687;244081806,2902;111;230216384929
626,661762438322;4305,31555547938;244082856,5183;24;230216385027
NaN;NaN;244082944,6365;46;230216385038
508,165540193256;4161,77084614999;244083056,1277;22;230216385047
1293,72958133095;1451,16725311093;244083372,244;113;230216385089
1516,470030107;1433,39966267519;244083600,6379;64;230216385105
NaN;NaN;244083684,7108;32;230216385111
1328,26857315867;1480,79877007591;244085280,0879;52;230216385272
1474,97410397781;1379,75504445035;244085436,7117;63;230216385289
NaN;NaN;244086289,269;46;230216385372
1512,7006831922;4310,16761764766;244086911,9991;36;230216385433
1536,65946659289;4356,02396908074;244086957,5253;23;230216385437
1572,60230214972;4273,92907502459;244086991,0018;66;230216385445
1642,11809258712;4300,04562665601;244087073,441;30;230216385449
1027,29066045661;4294,50204894577;244087190,8241;22;230216385460
1600,25373760023;4347,45304317186;244087224,0121;36;230216385464
1346,31081631309;1274,35838012618;244087752,9998;123;230216385526
NaN;NaN;244087934,9377;229;230216385555
1482,8136051956;1067,84136155952;244088853,188;78;230216385631
1529,69962185935;1126,66372876038;244089495,5875;120;230216385700
1356,06864628039;991,386233593825;244089807,7696;32;230216385722
965,182374653063;4401,30785560892;244097534,5048;17;230216390494
956,258954499897;4350,08366439521;244097573,2144;72;230216390504
NaN;NaN;244097653,3345;33;230216390507
-123,850611636513;4291,47372634597;244097742,3826;54;230216390519
1957,05967953331;4412,50601314553;244098140,1311;37;230216390556
NaN;NaN;244098185,9247;33;230216390561
1850,01409430253;4375,43356227256;244098307,9201;25;230216390572
1890,49766942074;4395,50300629446;244098419,1706;32;230216390584
1819,80233443411;4406,10151418552;244098507,6791;145;230216390604
NaN;NaN;244098722,4667;95;230216390621
1214,38582570929;1732,49640973193;244099004,6976;19;230216390641
NaN;NaN;244099513,8419;78;230216390697
1303,53888963398;946,292865055115;244100289,8729;50;230216390773
NaN;NaN;244100871,2771;33;230216390829
1694,27195097271;4389,76453334927;244100926,7265;37;230216390835
NaN;NaN;244100995,4571;47;230216390842
1160,09455731041;4203,09597686819;244101852,6117;31;230216390927
NaN;NaN;244101892,3938;33;230216390931
1143,96639372173;446,648812725279;244266481,986;33;230216415390
1060,11858488384;-198,134353128178;244266987,4252;25;230216415440
1600,42709049426;372,56131929212;244267175,385;39;230216415459
1802,6174143741;502,66303979319;244267824,2299;111;230216415531
1794,21403784501;503,846057676603;244267935,0491;32;230216415535
1789,12078455875;452,242793574305;244267975,0121;23;230216415538
1796,49465460526;551,661330137023;244268579,3273;155;230216415611
1838,42399998715;541,49535839828;244269422,3848;97;230216415691
1760,85834503174;1611,92205010855;244270842,4494;189;230216415842
1812,60360918547;1433,47213680384;244271589,1768;31;230216415900
1537,29286005622;1020,76416230024;244271933,5373;108;230216415942
1515,95876593339;1007,0851413434;244272120,7899;85;230216415959
1628,22793157477;968,607291023896;244272787,7514;19;230216420019
1504,2393822419;1020,5192447947;244273475,3258;47;230216420090
2523,77961811266;1582,42326838586;244273941,2042;78;230216420141
2650,65066688939;1596,12679435892;244274026,9342;90;230216420150
3001,9919947574;2722,93179928266;244274260,1904;78;230216420173
3321,96446468956;3139,49124952944;244274472,491;32;230216420190
3392,54070081209;3077,84352738006;244274519,5082;18;230216420193
3321,00235788446;3226,89147692629;244274549,2046;47;230216420198
3234,34135035465;3180,09838676653;244274604,4558;23;230216420202
1438,44155261391;893,582740040113;244274751,7003;154;230216420229
1373,44271509271;1014,25374873914;244275218,2729;79;230216420267
1291,39086070814;1000,87329035012;244275639,8745;42;230216420307
1230,23386503521;838,682502835601;244277030,3337;187;230216420460
723,54218332391;1021,45333145491;244277258,1545;116;230216420475
682,858196057771;1072,92792905407;244278071,7171;266;230216420572
668,487588982833;1099,67444396917;244278883,8224;29;230216420630
692,894825182463;1478,32565336389;244280792,1732;78;230216420825
686,892619885896;1473,35482572377;244281025,278;112;230216420851
663,532056306538;1468,99214904711;244283179,79;78;230216421064
687,046573036595;1466,20911106999;244283611,3642;119;230216421112
1275,65875806307;1114,12595766589;244285400,4103;156;230216421293
1309,7311220671;1101,27510214382;244287364,7239;268;230216421501
1297,11755451403;1113,58421712885;244288399,2182;78;230216421585
1293,75405562551;1103,32221810392;244288664,5614;41;230216421609
1998,31026980751;1260,07786025627;244288821,1341;73;230216421629
2318,53581478721;1464,6794570119;244289788,1425;187;230216421735
2320,90935958059;1458,20901909845;244291440,6978;188;230216421901
2308,12161094264;1453,59932036057;244291629,0678;46;230216421905
2301,79150230006;1452,56160753398;244292985,2267;29;230216422040
1504,77376862576;905,959280949943;244293945,3293;213;230216422155
2906,62689208984;47,8064553561242;244295327,4824;77;230216422279
1633,75884106285;581,877348945124;244295670,0732;64;230216422312
NaN;NaN;244296355,2024;33;230216422377
NaN;NaN;244296510,0515;33;230216422393
NaN;NaN;244296698,8328;44;230216422413
