t6l5qoig6lz6g2ix.onion;240214310128;True;DisplaySymbols;;2;4;game2_basic1 (UnityEngine.GameObject)
t6l5qoig6lz6g2ix.onion;240214310164;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-1,677618;-0,7910967;0,444032642932137;0,526391937895708;
t6l5qoig6lz6g2ix.onion;240214310215;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-0,6150295;-2,219397;0,479481874980115;0,574041758136871;
t6l5qoig6lz6g2ix.onion;240214310234;True;DisplayOverlay;;2;;;-4;-1;t6l5qoig6lz6g2ix.onion;-2,234356;-1,104852;0,425459196334829;0,53685919156247;
t6l5qoig6lz6g2ix.onion;240214310252;True;DisplayOverlay;;2;;;-4;-1;t6l5qoig6lz6g2ix.onion;-2,819495;-1,754954;0,405938253634946;0,558547377589005;
t6l5qoig6lz6g2ix.onion;240214310259;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-1,484618;-2,450341;0,450471357895072;0,581746325283955;
t6l5qoig6lz6g2ix.onion;240214310266;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-1,784784;-1,89069;0,440457458400942;0,563075693582769;
t6l5qoig6lz6g2ix.onion;240214310269;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-1,297574;-2,41554;0,456711367757946;0,580585321816042;
t6l5qoig6lz6g2ix.onion;240214310287;True;DisplayOverlay;;2;;;-4;-1;t6l5qoig6lz6g2ix.onion;-2,384773;-2,360543;0,420441101142184;0,578750556775158;
t6l5qoig6lz6g2ix.onion;240214310349;True;DisplayOverlay;;2;;;0;-2;t6l5qoig6lz6g2ix.onion;-1,154721;-2,155091;0,461477116540995;0,571896431866629;
t6l5qoig6lz6g2ix.onion;240214310365;True;DisplayOverlay;;2;;;-4;-1;t6l5qoig6lz6g2ix.onion;-2,065826;-2,343009;0,431081559606758;0,578165600839935;
t6l5qoig6lz6g2ix.onion;240214310404;True;DisplayOverlay;;2;;;4;2;t6l5qoig6lz6g2ix.onion;3,298659;3,343087;0,610047238395215;0,388470594317712;
t6l5qoig6lz6g2ix.onion;240214310423;True;DisplayOverlay;;2;;;4;6;t6l5qoig6lz6g2ix.onion;4,458213;4,168041;0,648731348032197;0,360949126658395;
t6l5qoig6lz6g2ix.onion;240214310423;True;DisplayOverlay;;2;;;4;6;t6l5qoig6lz6g2ix.onion;4,458213;4,168041;0,648731348032197;0,360949126658395;
t6l5qoig6lz6g2ix.onion;240214310509;True;DisplayOverlay;;2;;;-4;3;t6l5qoig6lz6g2ix.onion;-2,79235;2,885842;0,406843840475963;0,403724833762846;
t6l5qoig6lz6g2ix.onion;240214310523;True;DisplayOverlay;;2;;;-4;3;t6l5qoig6lz6g2ix.onion;-3,442215;1,486431;0,385163564633642;0,450410872228055;
t6l5qoig6lz6g2ix.onion;240214310537;True;DisplayOverlay;;2;;;-4;3;t6l5qoig6lz6g2ix.onion;-3,364245;3,085651;0,387764738633833;0,397058970443193;
t6l5qoig6lz6g2ix.onion;240214310780;True;DisplayOverlay;;2;;;-4;3;t6l5qoig6lz6g2ix.onion;-3,221534;2,944956;0,392525746874105;0,401752720244345;
t6l5qoig6lz6g2ix.onion;240214311008;True;DisplayLongOverlay;WrongSolution;2;4;;-4;3;
t6l5qoig6lz6g2ix.onion;240214311162;True;DisplayOverlay;;2;;;-11;7;t6l5qoig6lz6g2ix.onion;-9,673018;5,987593;0,177296458909993;0,300246683210843;
t6l5qoig6lz6g2ix.onion;240214311474;True;DisplayOverlay;;2;;;-11;7;t6l5qoig6lz6g2ix.onion;-9,980133;5,905979;0,167050746078712;0,302969425089879;
t6l5qoig6lz6g2ix.onion;240214311694;True;DisplayLongOverlay;WrongSolution;2;4;;-11;7;
t6l5qoig6lz6g2ix.onion;240214311908;True;DisplayOverlay;;2;;;-11;7;t6l5qoig6lz6g2ix.onion;-9,334327;6,092574;0,18859562215647;0,296744392478763;
t6l5qoig6lz6g2ix.onion;240214311982;True;DisplayOverlay;;2;;;-6;8;t6l5qoig6lz6g2ix.onion;-5,660716;7,034718;0,31115169736884;0,26531333715122;
t6l5qoig6lz6g2ix.onion;240214312114;True;DisplayOverlay;;2;;;-6;8;t6l5qoig6lz6g2ix.onion;-4,888767;7,235597;0,33690485507938;0,25861176863606;
t6l5qoig6lz6g2ix.onion;240214312307;True;DisplayOverlay;;2;;;-6;8;t6l5qoig6lz6g2ix.onion;-4,664248;7,445822;0,344395071744456;0,251598421940123;
t6l5qoig6lz6g2ix.onion;240214312530;True;DisplayOverlay;;2;;;-6;8;t6l5qoig6lz6g2ix.onion;-4,69731;7,350914;0,343292084248035;0,254764659094525;
t6l5qoig6lz6g2ix.onion;240214312537;True;DisplayLongOverlay;WrongSolution;2;4;;-6;8;
t6l5qoig6lz6g2ix.onion;240214312664;True;DisplayOverlay;;2;;;-11;0;t6l5qoig6lz6g2ix.onion;-9,875798;1,310678;0,170531481658236;0,456274203811524;
t6l5qoig6lz6g2ix.onion;240214312680;True;DisplayOverlay;;2;;;-4;3;t6l5qoig6lz6g2ix.onion;-2,703908;3,98955;0,409794374980115;0,36690380516051;
