607,942561099404;1035,13075704484;143549687,044;36;220212431711
574,833558735094;1185,14942919197;143550644,4957;42;220212431807
NaN;NaN;143551288,8537;107;220212431878
1057,21295005397;1151,18451447709;143551825,6436;19;220212431923
NaN;NaN;143553402,6864;116;220212432091
815,472572728207;927,045551880638;143554761,0616;85;220212432223
845,492352937397;944,475420702862;143555774,2627;133;220212432329
NaN;NaN;143556288,1929;195;220212432387
1975,11313212545;-178,106543535374;143556708,1045;322;220212432442
517,566921836451;1127,79658030772;143557086,3672;200;220212432467
535,03707082648;1112,46758910592;143557390,433;63;220212432484
1111,50767677709;1104,62870507103;143558400,7562;32;220212432582
554,145893297697;1091,4863577021;143558478,6631;188;220212432604
1130,71417557566;1008,39101774896;143559234,1522;64;220212432668
1144,94263498407;970,602099712119;143559349,4529;22;220212432676
1202,95808691727;1015,83350740086;143562882,3838;406;220212433068
1649,52524586728;816,703827533938;143563459,3188;32;220212433088
2366,76531339947;741,895266691725;143563537,3607;110;220212433102
2522,24008660567;785,52221834386;143564181,3541;32;220212433160
1184,85754916542;1710,91795384818;143565210,2169;104;220212433269
1321,30143516942;1783,04245166225;143565314,061;76;220212433277
2169,50986761796;1779,43087177788;143566768,4219;96;220212433425
1394,58071056165;1001,92233461441;143567223,6485;85;220212433470
1454,79410824023;291,596844109904;143567534,2655;162;220212433510
1764,38134845934;343,062532228741;143569021,3723;52;220212433646
1786,88395650763;298,585671767355;143569231,2189;149;220212433676
1779,32952077765;336,758352276432;143570923,5674;64;220212433837
1812,27932980186;403,049155198532;143571265,978;80;220212433873
1805,88296589098;477,296009017557;143571353,6586;24;220212433876
1832,36279738577;491,33356358303;143571456,7847;18;220212433886
1376,75348583021;772,237433909554;143571541,4618;44;220212433898
NaN;NaN;143572262,0487;58;220212433970
1638,3716984799;651,779965961917;143572608,235;178;220212434017
1601,78872158653;623,140776022347;143572796,1548;25;220212434021
1579,07250053004;645,139095206337;143572868,3508;84;220212434036
1581,74053493299;650,725810009989;143572978,0281;41;220212434040
1529,29896806416;632,3870593918;143573210,1294;175;220212434077
1540,25045445091;651,161790484932;143573489,3393;77;220212434094
1539,06693709524;658,757314509544;143573566,0207;19;220212434097
1534,86823031777;657,341691895596;143573721,7885;32;220212434114
1586,14430678518;667,808654922479;143573761,9948;24;220212434117
1517,16915933709;628,325336391452;143573833,4056;85;220212434130
1532,08838262056;626,6485179166;143573928,2112;24;220212434134
1480,98110148781;634,908929027415;143574221,9748;32;220212434164
1537,3584948088;649,958689448051;143574261,2473;192;220212434184
1487,03376117506;650,243460714491;143574499,9873;18;220212434191
1505,83433791211;656,077401816467;143574652,841;201;220212434224
1501,9982621858;675,865230832898;143574860,8973;57;220212434230
1527,15403406244;652,808872103211;143575442,2356;42;220212434287
1540,50075631393;670,288121733624;143575707,5305;47;220212434314
1517,91794802013;665,528097202514;143575785,5966;132;220212434332
1533,00805342825;644,794877417031;143575942,7526;79;220212434340
1558,09443122462;674,318886685027;143576026,6442;123;220212434355
1533,7187992899;667,737695371226;143576193,8804;23;220212434360
1551,84846175344;680,250504993892;143576364,7481;18;220212434377
1561,52310622366;681,012177565292;143576396,5719;53;220212434384
1584,38995762875;693,656065521421;143576551,2488;98;220212434405
1583,16287492451;694,004948756436;143576674,1474;42;220212434410
1567,2853520042;703,000726378854;143577451,5819;64;220212434491
1561,67936325073;702,029317680948;143577529,1453;97;220212434501
1563,34812264693;723,818285005409;143577637,2425;47;220212434507
1589,68856209203;722,84166165161;143577692,7319;56;220212434514
1564,65356726395;726,024301722168;143577762,4014;53;220212434522
1542,35002618087;729,408238333771;143577840,3829;275;220212434550
1528,2953839553;740,81218015026;143578228,4971;53;220212434567
1529,40454232065;740,395726682454;143578292,8207;23;220212434570
1547,56925984433;745,069477581044;143578352,3713;63;220212434581
1598,34618819387;773,284584479613;143578428,0345;79;220212434588
1586,98785681474;791,202346169595;143578636,6097;89;220212434612
1522,78210238407;713,037979974428;143578771,5005;20;220212434618
1624,90577697754;513,571218482198;143580175,0586;19;220212434758
1455,33625452142;595,348201640308;143580204,9871;34;220212434763
1449,287299106;574,232450979182;143580259,9149;66;220212434772
1618,67544274581;566,060591496733;143580372,2146;44;220212434782
1548,65523890445;685,811188273548;143580440,6993;76;220212434791
NaN;NaN;143580641,5224;31;220212434806
NaN;NaN;143580781,9817;92;220212434826
1426,73700734189;4216,48171504433;143644539,3674;46;220212445198
2093,23603479486;4284,08123486137;143644600,3497;18;220212445201
1431,0121686835;4241,31541025693;143644632,3028;19;220212445204
2019,29042464808;4265,81378699883;143644664,289;20;220212445207
1436,47792715775;4186,2905821726;143644695,627;22;220212445212
1463,17342707985;4146,11605662327;143644760,3675;59;220212445221
1913,10441744955;4275,56427294264;143644840,2999;25;220212445225
1435,71632284867;4188,82681937149;143644974,9496;143;220212445251
1407,71013561048;4187,92281610175;143645130,5356;20;220212445254
1498,44226021516;4093,0349379336;143645405,1271;45;220212445284
1959,39141527603;4199,76296479168;143645741,6604;263;220212445340
NaN;NaN;143646026,7639;79;220212445349
1313,87347171181;4349,06012356498;143646332,9873;30;220212445375
NaN;NaN;143646583,5854;130;220212445410
2340,56950619346;4301,62760844799;143647471,5282;26;220212445489
2212,5443307977;4150,83617592669;143647504,1838;46;220212445494
NaN;NaN;143647608,4078;32;220212445502
2038,79205302188;4013,50492665657;143648560,5818;37;220212445597
2054,11422629105;4056,39545540936;143648675,7504;63;220212445613
1972,83734773335;3829,36644599262;143649019,8094;73;220212445649
2045,3844522175;3941,07227509308;143649364,9468;51;220212445682
1559,05142332378;1212,75755828608;143649707,2237;67;220212445716
1675,9618457995;895,166852225101;143649911,4891;63;220212445737
1665,08157629716;939,094983900079;143650099,9108;41;220212445753
1634,31685096339;886,64162586048;143650177,9321;40;220212445761
1844,0922787315;4188,81803685879;143656203,3778;22;220212450361
1574,21778126767;987,377167694104;143673554,1221;78;220212452102
NaN;NaN;143673640,8351;44;220212452109
