651,714124177631;1306,60093434397;78163982,153;210218333140
941,820686741879;1260,98476234904;78163993,256;210218333140
941,820686741879;1260,98476234904;78164004,36;210218333141
715,498111122533;1320,47007147508;78164026,566;210218333142
715,498111122533;1320,47007147508;78164037,669;210218333143
732,638549804687;1304,41017039177;78164048,772;210218333144
987,749320582339;1260,18865986934;78164059,875;210218333145
987,749320582339;1260,18865986934;78164070,978;210218333146
987,593118767989;1288,03964464064;78164082,081;210218333147
983,396228991057;1279,80000253778;78164093,185;210218333148
983,396228991057;1279,80000253778;78164104,288;210218333150
1001,86675222296;1252,9749669243;78164115,391;210218333151
990,215381823088;1280,7327684708;78164126,494;210218333152
1091,26811780428;1270,64258660294;78164137,597;210218333153
1155,45409353156;1270,04021275424;78164148,7;210218333154
1375,58975219727;1277,69103203901;78164159,803;210218333156
1431,69454273425;1284,34855508199;78164170,906;210218333156
1548,36990456832;1276,53024462671;78164182,01;210218333157
1537,42242110403;1230,14391261477;78164193,113;210218333158
1543,73920842221;1248,50816656308;78164204,216;210218333160
1543,73920842221;1248,50816656308;78164215,319;210218333161
1557,11394360191;1246,45960984432;78164226,422;210218333162
1571,51228754144;1218,75352203674;78164237,525;210218333163
1507,81175588307;1234,04031971471;78164248,628;210218333164
1493,19257673464;1216,13182746085;78164259,731;210218333166
1480,26411909806;1227,3974592328;78164270,835;210218333166
1505,91948032379;1229,68909799261;78164281,938;210218333169
1547,23304447375;1314,96785345027;78164304,144;210218333170
1546,33604350843;1317,55509065041;78164315,247;210218333171
1483,55900613885;1247,15059039484;78164326,35;210218333172
1483,89240691536;1229,36505942351;78164337,453;210218333174
1476,70253703469;1235,27798778921;78164348,556;210218333179
1524,43692809657;1210,09206795257;78164359,66;210218333179
1518,18891700945;1206,5576835917;78164370,763;210218333179
1511,08369199853;1211,31493626739;78164381,866;210218333179
1498,15377718524;1296,2899423152;78164404,072;210218333180
1379,36646310907;1396,04624660022;78164415,175;210218333182
1253,82212588662;1503,38930304389;78164426,278;210218333182
1177,93127361097;1574,56841627063;78164437,381;210218333184
1101,18195383172;1588,01679468654;78164459,588;210218333185
1087,73968345241;1579,28151305967;78164470,691;210218333186
1082,56779720909;1590,6054692812;78164481,794;210218333188
1011,15927445261;1595,14714687923;78164492,897;210218333189
1033,56821160567;1601,49656012225;78164504;210218333190
1120,02764250103;1589,01632090937;78164515,103;210218333191
1181,44726000334;1688,8299102848;78164526,206;210218333194
1185,74744776676;1693,60308115218;78164537,31;210218333194
1172,82783106754;1698,65339693836;78164548,413;210218333195
1099,90539550781;1610,29079722224;78164559,516;210218333196
1110,686894467;1602,96561842855;78164570,619;210218333197
1128,24787340666;1564,3731192365;78164581,722;210218333197
1128,24787340666;1564,3731192365;78164592,825;210218333198
989,860213430304;1560,61346139099;78164603,928;210218333200
1009,22433953536;1607,00125136338;78164615,031;210218333201
1009,22433953536;1607,00125136338;78164626,135;210218333202
1130,47212299548;1570,81261781165;78164637,238;210218333203
1136,29893252724;1538,6700190391;78164648,341;210218333204
1136,29893252724;1538,6700190391;78164659,444;210218333205
1143,58066759611;1530,64167402608;78164670,547;210218333206
