NaN;NaN;Invalid;NaN;Invalid;0,4980188;0,4037662;Valid;3,455841;Valid;2202202113570246
0,4789971;0,3023273;Valid;3,666092;Valid;0,506031;0,4114045;Valid;3,498947;Valid;2202202113570246
0,4785011;0,3510881;Valid;3,62381;Valid;0,5060588;0,4062055;Valid;3,505722;Valid;2202202113570246
0,500053;0,3521807;Valid;3,54068;Valid;0,5157193;0,406769;Valid;3,514832;Valid;2202202113570246
0,522845;0,3543143;Valid;3,541519;Valid;0,5600634;0,4001733;Valid;3,535873;Valid;2202202113570246
0,5946256;0,3372737;Valid;3,523148;Valid;0,6207786;0,38829;Valid;3,530121;Valid;2202202113570246
0,7060032;0,3001271;Valid;3,535583;Valid;0,7126075;0,3550611;Valid;3,528564;Valid;2202202113570246
0,7205897;0,2859872;Valid;3,534882;Valid;0,7371373;0,3438934;Valid;3,524994;Valid;2202202113570246
0,7335461;0,2796808;Valid;3,561874;Valid;0,7467414;0,3362599;Valid;3,539642;Valid;2202202113570246
0,729109;0,2732399;Valid;3,56424;Valid;0,748402;0,3349348;Valid;3,537155;Valid;2202202113570246
0,7289338;0,2754977;Valid;3,564667;Valid;0,7446659;0,3214279;Valid;3,522858;Valid;2202202113570246
0,7240553;0,2669401;Valid;3,559845;Valid;0,7461877;0,3162004;Valid;3,525894;Valid;2202202113570246
0,7268376;0,2685881;Valid;3,559006;Valid;0,7470161;0,3149864;Valid;3,523376;Valid;2202202113570247
0,7324085;0,2729006;Valid;3,538971;Valid;0,7532976;0,3142878;Valid;3,528259;Valid;2202202113570248
0,7408543;0,2635547;Valid;3,511444;Valid;0,7511026;0,3167438;Valid;3,515335;Valid;2202202113570250
0,7414881;0,2526083;Valid;3,488724;Valid;0,7521718;0,3108914;Valid;3,506271;Valid;2202202113570251
0,7414881;0,2526083;Valid;3,488724;Valid;0,7508304;0,3148938;Valid;3,50325;Valid;2202202113570252
0,7446773;0,2633967;Valid;3,500702;Valid;0,754371;0,3105524;Valid;3,501541;Valid;2202202113570253
0,746972;0,2642867;Valid;3,504959;Valid;0,7562016;0,3139857;Valid;3,498322;Valid;2202202113570254
0,7369622;0,2579776;Valid;3,511139;Valid;0,7551467;0,3213835;Valid;3,506851;Valid;2202202113570255
0,7408443;0,2601749;Valid;3,518402;Valid;0,7485421;0,331043;Valid;3,504272;Valid;2202202113570256
0,7397857;0,261155;Valid;3,50827;Valid;0,747161;0,3279107;Valid;3,493149;Valid;2202202113570257
0,7447876;0,2597858;Valid;3,510666;Valid;0,7516924;0,3149747;Valid;3,436691;Valid;2202202113570258
0,7414203;0,2600369;Valid;3,495697;Valid;0,7564893;0,3156437;Valid;3,447647;Valid;2202202113570259
0,7453092;0,2574918;Valid;3,475891;Valid;0,7558379;0,3195077;Valid;3,437958;Valid;2202202113570261
